id	H vs not-H
09_MS2443	1
09_MS2466	1
09_MS3228	1
10_MS1223	1
10_MS1667	1
10_MS1838	1
10_MS2187	1
10_MS3684	1
10_MS397	1
11_MS1637_1	1
11_MS2039	1
11_MS2105_2	1
CHRB_1131	1
CHRB_1823	1
CHRB_1834	1
CHRB_1885	1
CHRB_1942	1
CHRB_2070	1
CHRB_2103	1
CHRB_2338	1
CHRB_3292	1
CHRB_655	1
CHRB_663	1
CHRB_664	1
CHRB_714	1
CHRB_715	1
CHRB_716	1
CHRB_718	1
QEII_10_2012	1
03ER2884	1
09_MS2121	1
09_MS3684	1
10_MS468	1
CGY_HR_024	1
CGY_HR_112	1
11_MS1637_2	1
CHR_059	1
CHR_084	1
CHRB_1440	1
CHRB_1443	1
CHRB_1444	1
CHRB_1446	1
CHRB_1827	1
03ER3335	1
03ER3956	1
03ER4485	1
CGY_HR_029	1
08_MS2098	1
05_S47	1
05_S526	1
06_MS1910	1
11_MS2105_1	1
CHRB_1119	1
CHRB_1126	1
CHRB_1128	1
CHRB_1129	1
CHRB_1130	1
CHRB_1821	1
CHRB_1833	1
CHRB_1876	1
CHRB_1937	1
CHRB_3211	1
CHRB_3236	1
CHRB_662	1
CHRB_717	1
CHRB_719	1
CHRB_1874	1
CHRB_3210	1
CHR_042	1
CHR_080	1
CHR_092	1
CGY_HR_213	1
CGY_HR_249	1
CHR_008	1
CHR_013	1
CHR_038	1
CHR_039	1
ER2043	1
CHRB_1145	1
CHRB_657	1
CHRB_1432	1
CHRB_1439	1
CHRB_1442	1
10_MS1585	1
CHRB_1883	1
CHR_058	1
04_S1027	1
04_S1207	1
04_S1632	1
09_MS953	1
04_S1038	1
04_S1953	1
04_S2206	1
04_S2212	1
04_S2101	1
04_S2237	1
10_MS2367	1
CHRB_2349	1
CHRB_1376	1
06_MS1393	1
CHRB_3232	1
CHRB_3247	1
CHRB_2008	1
10_MS1338	1
CHRB_1120	1
CHRB_2009	1
CHRB_1830	1
05_S3151	1
CGY_HR_033	1
CGY_HR_250	1
CHR_032	1
CGY_HR_237	1
06_MS2320	1
06_MS2368	1
06_MS2629	1
07_MS199	1
07_MS21	1
10_MS2733	1
CHRB_720	1
CHRB_3302	1
11_MS3003	1
11_MS2886	1
CHR_118	1
CHRB_1886	1
CHRB_1887	1
CHRB_1889	1
CHRB_1890	1
CHRB_3273	1
CHRB_1888	1
03ER2578	1
04_S2284	1
04_S2457	1
04_S2455A	1
04_S2455B	1
04_S2740	1
08_MS1780	1
CHRB_850	1
CHRB_851	1
CHRB_882	1
CHRB_609	1
BCC_60	1
CHRB_1819	1
CHRB_2427	1
02ER3407	1
ER2952	1
06_7739	1
03ER3255	1
10_MS41	1
CGY_HR_221	1
11_2315	1
06_MS1005	1
11_5469	1
BCC_23	1
ER5303	1
CGY_HR_186	1
NCTC_13259	1
02ER6420	1
04_S1802	1
CCUG_7800	1
BCC_13	1
BCC_69	1
NCTC_13266	1
CGY_HR_240	1
CGY_HR_259	1
CHRB_1820	1
CHRB_661	1
CHRB_1118	1
CHRB_840	1
CHRB_2007	1
CHRB_2348	1
CHRB_1107	1
CHRB_1884	1
CHRB_1382	1
CHRB_1394	1
CHRB_2425	1
CHRB_2409	1
11_MS2280	1
11_MS2812	1
10_MS2125	1
CHRB_1384	1
CHRB_1386	1
CHRB_1388	1
CHRB_1392	1
CHRB_2408	1
CHRB_2412	1
CHRB_2430	1
CHRB_2431	1
02ER6924	1
03ER5159	1
BCC_36	1
CGY_HR_061	1
CGY_HR_067	1
CGY_HR_068	1
CGY_HR_076	1
11_2316	1
ER2227	1
06_7656	1
07_0218	1
08_0545	1
06_7331	1
08_MS2465	1
CHRB_1385	1
CHRB_1387	1
CHRB_2426	1
CHRB_2442	1
CHRB_2443	1
BCC_35	1
CHR_117	1
11_7513	1
06_7513	1
CHRB_1389	1
CHRB_1395	1
CHRB_1393	1
BCC_94	1
CHRB_1383	1
CHRB_2490	1
CHRB_1381	1
BCC_9	1
CGY_HR_096	1
03ER1868	1
03ER3917	1
03ER4444	1
CHRB_865	1
CHRB_883	1
03ER4813	1
03ER4702	1
CGY_HR_143	1
03ER2349	1
CGY_HR_132	1
ER5593	1
08_0512	1
08_6023	1
08_0546	1
08_6314	1
QEII_21_2012	1
CGY_HR_095	1
07_6976	1
08_8094	1
06_4013	1
06_1874	1
08_7366	1
08_4602	1
08_5086	1
08_5177	1
CGY_HR_060	1
CHR_072	1
ER5364	1
10_MS1576	1
03ER2315	1
CHR_016	1
CHR_017	1
BCC_67	1
CGY_HR_034	1
CGY_HR_062	1
CGY_HR_063	1
CGY_HR_082	1
CGY_HR_090	1
CGY_HR_098	1
CGY_HR_110	1
CGY_HR_142	1
CGY_HR_159	1
CGY_HR_170	1
CGY_HR_181	1
CGY_HR_190	1
CGY_HR_216	1
CGY_HR_231	1
CHR_021	1
CHR_155	1
ER5036	1
GBS_PG836	1
10_1485	1
11_0286	1
ER4928	1
06_1873	1
06_MS1594	1
06_MS1714	1
06_MS1859	1
10_MS1596	1
10_MS2650	1
10_MS2726	1
CHRB_889	1
CGY_HR_039	1
CGY_HR_089	1
CGY_HR_171	1
CHRB_2893	1
10_MS939	1
CHRB_2885	1
08_MS899	1
09_MS608	1
10_MS2105	1
CHRB_2892	1
CHRB_887	1
CHRB_888	1
CHRB_2899	1
06_MS181	1
06_MS421	1
CGY_HR_091	1
CGY_HR_244	1
CGY_HR_246	1
02ER6769	1
BCC_15	1
BCC_49	1
BCC_51	1
CGY_HR_086	1
CGY_HR_236	1
CGY_HR_254	1
CHR_024	1
CHR_157	1
11_2043	1
11_7026	1
10_0756	1
07_2680	1
06_2272	1
06_5723	1
07_2022	1
10_MS1587	1
10_MS1594	1
CHRB_2901	1
07_MS678	1
08_MS3763	1
BCC_79	1
BCC_14	1
BCC_78	1
09_MS3763	1
10_MS1221	1
CHRB_2902	1
CHRB_2917	1
CHRB_2925	1
11_MS2474	1
CHRB_2898	1
CHRB_2927	1
11_MS2088_1	1
CHRB_571	1
11_MS1768	1
11_MS2088_2	1
CGY_HR_242	1
CHR_082	1
08_MS1683	1
CHRB_611	1
CHRB_659	1
CHRB_570	1
CHRB_572	1
CHRB_573	1
CHRB_574	1
CHRB_583	1
CHRB_589	1
CHRB_602	1
CHRB_650	1
CHRB_660	1
06_MS57	1
CGY_HR_070	1
CGY_HR_222	1
CGY_HR_232	1
CHR_003	1
CHR_029	1
CHR_137	1
CHR_174	1
CHR_177	1
08_0667	1
06_MS2149	1
CHRB_1684	1
CHRB_1720	1
06_4541_2	1
04_S1730	1
04_S1772	1
05_S2489	1
CHRB_1685	1
CHRB_1751	1
06_MS42	1
CHRB_1739	1
08_MS2615	1
CHRB_2386	1
CHRB_2389	1
CHRB_1505	1
CHRB_2136	1
07_2023	1
10_7685	1
07_3924	1
08_5287	1
08_0668	1
06_7233	1
06_MS1751	1
08_MS3402	1
CHRB_2146	1
CHRB_2182	1
CHRB_1534	1
CHRB_1506	1
CHRB_2138	1
CHRB_2147	1
CHRB_2154	1
CHRB_2217	1
CHRB_1531	1
CHRB_2137	1
CHRB_1533	1
CHRB_2135	1
04_S931	1
09_MS3124	1
08_MS2676	1
09_MS2879	1
11_4532	1
11_0561	1
11_1137	1
CHRB_1537	1
CHRB_1503	1
CHRB_1549	1
CHRB_1550	1
CHRB_1551	1
CHRB_1577	1
BCC_48	1
10_6999	1
08_5179	1
QEII_20_2012	1
VRH_14_2012	1
CGY_HR_150	1
11_4458	1
CGY_HR_007	1
10_2075	1
ER4907	1
06_5725	1
CHRB_2513	1
CHRB_2515	1
CGY_HR_011	1
CGY_HR_252	1
11_3346	1
CGY_HR_050	1
CGY_HR_051	1
CGY_HR_053	1
11_4148	1
10_MS1172	1
06_MS1790	1
10_3597	1
11_1138	1
11_1506	1
CHR_173	1
06_1877	1
07_1305	1
CGY_HR_124	1
CGY_HR_183	1
CHR_057	1
BCC_26	1
BCC_90	1
09_MS116	1
11_2972	1
10_MS1017_1	1
02ER5777	1
10_MS3696	1
08_6313	1
04ER0034	1
CHR_040	1
ER5037	1
08_4455	1
07_5839	1
07_1575	1
04_S2075	1
08_6024	1
10_2148	1
02ER6195	1
CGY_HR_072	1
CHR_077	1
11_MS653	1
06_5791	1
11_0548	1
06_2172	1
CGY_HR_238	1
CGY_HR_035	1
08_7900	1
07_2731	1
CGY_HR_017	1
09_MS1856	1
BCC_27	1
BCC_52	1
10_6542	1
10_7004	1
ER3253	1
CRH_4_2012	1
DIST1_2_2012	1
DIST1_4_2012	1
BCC_16	1
BCC_54	1
BCC_91	1
07_5841	1
06_MS556	1
08_MS376	1
CGY_HR_056	1
CGY_HR_248	1
CHR_153	1
05_S2187	1
06_MS1803	1
06_6767	1
04_S2871	1
05_S326	1
07_5905	1
11_4456	1
08_1354	1
08_MS1246	1
VRH_13_2012	1
ER3481	1
ER3592	1
10_4025	1
10_8225	1
06_6560	1
07_7417	1
VRH_11_2012	1
CGY_HR_010	1
02ER3162	1
08_1679	1
11_6187	1
03ER0987	1
03ER2513	1
CHRB_1256	1
09_MS2305	1
CHRB_1254	1
06_5562	1
10_6539	1
CHRB_1146	1
CGY_HR_032	1
CHR_081	1
10_MS1005	1
11_2896	1
04_S820	1
CHR_002	1
11_MS2890	1
04_S1425	1
CGY_HR_057	1
CGY_HR_144	1
CHRB_3065	1
06_MS2321	1
06_MS2817	1
04ER0497	1
11_2967	1
11_3081	1
11_2973	1
11_2970	1
CHRB_2424	1
CHRB_2514	1
CHRB_1018	1
09_MS2015	1
09_MS2192	1
09_MS677	1
09_MS699	1
CHRB_3448	1
CHRB_3455	1
09_MS2426	1
CHRB_1873	1
CHRB_1602	1
03ER4194	1
02ER4287	1
04ER0381	1
BCC_58	1
BCC_6	1
BCC_64	1
BCC_66	1
CGY_HR_041	1
CGY_HR_109	1
CGY_HR_123	1
CGY_HR_130	1
CGY_HR_131	1
CGY_HR_135	1
CGY_HR_139	1
CGY_HR_156	1
CGY_HR_163	1
CGY_HR_173	1
CGY_HR_174	1
CGY_HR_200	1
CGY_HR_233	1
CGY_HR_251	1
CHR_037	1
CHR_043	1
CHR_070	1
CHR_074	1
CHR_076	1
CHR_078	1
CHR_112	1
CHR_120	1
CHR_125	1
CHR_126	1
CHR_132	1
CHR_138	1
CHR_145	1
CHR_146	1
CHR_151	1
CHR_156	1
CHR_162	1
ER4022	1
ER4400	1
10_4112	1
10_4235	1
10_4519	1
10_5239	1
11_6043	1
11_6045	1
10_6538	1
10_7681	1
10_7683	1
11_0459	1
ER2940	1
ER3406	1
ER4880	1
ER5392	1
06_6309	1
07_0376	1
07_0377	1
07_2175	1
07_6017	1
08_8093	1
08_7035	1
06_7833	1
08_0107	1
08_0938	1
08_5925	1
08_6208	1
06_3782	1
06_1871	1
06_5919	1
06_7630	1
08_4604	1
08_6207	1
08_7039	1
08_7903	1
06_5177	1
07_3238	1
07_3695	1
07_5425	1
08_0016	1
08_8040	1
06_6561	1
07_5038	1
07_6066	1
08_5603	1
07_5133	1
07_MS1045	1
08_MB2691	1
08_MS1226	1
08_MS1558	1
08_MS1659	1
08_MS2455	1
08_MS2673	1
08_MS2710	1
08_MS2770	1
08_MS2849	1
08_MS3507	1
10_MS1805	1
10_MS2642	1
10_MS2711	1
10_MS3391	1
11_MB2950_1	1
11_MS207	1
11_MS2188	1
11_MS725	1
CHRB_1345	1
CHRB_1525	1
CHRB_211	1
CHRB_2294	1
CHRB_236	1
CHRB_2507	1
CHRB_2919	1
CHRB_2958	1
CHRB_2961	1
CHRB_2963	1
CHRB_2965	1
CHRB_2966	1
CHRB_2968	1
CHRB_2970	1
CHRB_3011	1
CHRB_3012	1
CHRB_3014	1
CHRB_3015	1
CHRB_3033	1
CHRB_3037	1
CHRB_3550	1
CHRB_3554	1
CHRB_3556	1
CHRB_415	1
CHRB_527	1
CHRB_528	1
CHRB_529	1
CHRB_530	1
CHRB_578	1
QEII_35_2012	1
VRH_1_2012	1
CHRB_2662	1
07_MS1313	1
CHRB_2964	1
CHRB_2967	1
CGY_HR_205	1
CHR_047	1
ER3884	1
09_MS199	1
11_4462	1
NCTC_11168	1
CGY_HR_177	1
10_2074	1
11_3274	1
11_3909	1
CGY_HR_149	1
CHRB_2920	1
CHR_160	1
08_MS1364	1
CHRB_418	1
09_MS1975	1
CHRB_1585	1
CHRB_2601	1
CHRB_371	1
ER5380	1
06_MS1201	1
06_MS1230	1
06_MS1266	1
06_MS1446	1
06_MS1608	1
06_MS1737	1
06_MS1945	1
06_MS2206	1
CHRB_1646	1
CHRB_1719	1
ER3652	1
CHRB_920	1
10_MS1854	1
CHRB_1681	1
CHRB_1682	1
11_MS1425_2	1
03ER3967	1
CHRB_1571	1
CHRB_1604	1
CHRB_3567	1
CHRB_1607	1
CHRB_2428	1
CHRB_941	1
CGY_HR_178	1
Ice_H23	1
Ice_H40	1
Ice_H51	1
CGY_HR_031	1
CHR_067	1
CHR_068	1
CHRB_237	1
CGY_HR_255	1
CHRB_207	1
CGY_HR_152	1
CHRB_877	1
CHRB_878	1
04_S2884	1
05_S113	1
10_MS2188	1
11_MS1425_1	1
CHRB_1348	1
CHRB_1349	1
CHRB_1573	1
CHRB_1605	1
CHRB_1629	1
CHRB_1637	1
CHRB_1668	1
CHRB_1670	1
CHRB_1714	1
CHRB_1771	1
CHRB_199	1
CHRB_206	1
CHRB_208	1
CHRB_210	1
CHRB_2289	1
CHRB_241	1
CHRB_2959	1
CHRB_3038	1
CHRB_3512	1
CHRB_3516	1
CHRB_3522	1
CHRB_3547	1
CHRB_3548	1
CHRB_3552	1
CHRB_3553	1
CHRB_3555	1
CHRB_3569	1
CHRB_456	1
CHRB_531	1
CHRB_533	1
CHRB_534	1
CHRB_536	1
CHRB_537	1
CHRB_557	1
CHRB_558	1
CHRB_584	1
05_S1243	1
06_MS619	1
CHRB_1529	1
CHRB_1622	1
CHRB_1671	1
CHRB_1673	1
CHRB_457	1
CHRB_1630	1
CHRB_1655	1
CHRB_2582	1
CHRB_3460	1
04_S2709	1
CHRB_1350	1
CHRB_2292	1
CHRB_3073	1
CHRB_3074	1
CHRB_3549	1
05_S2470	1
CHRB_1729	1
05_S2488	1
07_MS371	1
05_S2887	1
06_MS1207	1
CHRB_3625	1
10_MS1430	1
05_S1426	1
05_S1458	1
05_S2810	1
05_S2166	1
05_S2219	1
06_MS1810B	1
11_MS1678_1	1
05_S2556	1
CHRB_1346	1
CHRB_535	1
06_4158	1
02ER2600	1
03ER3327	1
BCC_80	1
CGY_HR_197	1
CGY_HR_199	1
CGY_HR_201	1
CHR_056	1
ER5590	1
ER5594	1
11_4753	1
11_6291	1
ER3491	1
06_4733	1
10_MS1927	1
10_MS2862	1
02ER5087	1
02ER5291	1
02ER5292	1
02ER5358	1
02ER5927	1
ER5171	1
11_4752	1
11_6563	1
10_7285	1
ER5262	1
ER5365	1
06_5790	1
08_7834	1
06_7332	1
07_MS940	1
QEII_15_2012	1
02ER6551	1
CHR_028	1
CHR_110	1
CHR_111	1
CHR_122	1
CHR_170	1
ER5043	1
PC_72	1
11_5187	1
11_5382	1
11_0354	1
07_1304	1
07_4428	1
06_1876	1
06_5726	1
07_3079	1
07_5583	1
08_0106	1
07_5581	1
08_MS939	1
CHRB_919	1
02ER5166	1
02ER5230	1
CHR_152	1
03ER1582	1
02ER6277	1
CGY_HR_227	1
03ER2136	1
03ER2439	1
CHR_176	1
10_6109	1
11_3908	1
11_4457	1
ER3618	1
QEII_18_2012	1
03ER1826	1
03ER2033	1
10_MS1899	1
10_MS2634	1
CHRB_1528	1
CHRB_1713	1
CHRB_1230	1
CHRB_2757	1
CHRB_2764	1
CHRB_1233	1
CHRB_1271	1
CHRB_2761	1
CHRB_2766	1
CHRB_2767	1
CHRB_2825	1
CHRB_2845	1
CHRB_3401	1
CHRB_1231	1
CHRB_1257	1
CHRB_2544	1
CHRB_3394	1
CHRB_3409	1
CHRB_2546	1
CHRB_2576	1
CHRB_2596	1
CHRB_1640	1
08_MS2285	1
CHRB_3319	1
CHRB_2762	1
CHRB_2508	1
CHRB_3332	1
CGY_HR_077	1
08_6517	1
09_MS517	1
CHRB_2760	1
CHRB_3404	1
CHRB_3320	1
09_MS3048	1
BCC_59	1
CGY_HR_184	1
09_MS2655	1
09_MS3429	1
10_MS573	1
CHRB_3482	1
ER4229	1
07_2681	1
06_5340	1
CHRB_848	1
CGY_HR_055	1
CHRB_2957	1
CHRB_3462	1
CGY_HR_203	1
CGY_HR_217	1
CGY_HR_225	1
CHR_033	1
CGY_HR_049	1
CHRB_2245	1
CHRB_2649	1
CHRB_194	1
CHRB_2420	1
CHRB_1138	1
CHRB_2296	1
CHRB_1024	1
CHRB_2285	1
CHRB_1606	1
11_MB2950_2	1
CHRB_1570	1
CHRB_2246	1
CHRB_2541	1
03ER2060	1
11_MS2684	1
CHRB_1108	1
CHRB_198	1
08_MS3549	1
CHRB_2962	1
CHRB_3517	1
CHRB_3578	1
CHRB_2844	1
04_S2691	1
04_S2704	1
CHRB_3496	1
CHRB_3505	1
CHRB_3478	1
10_MS221	1
11_2314	1
CHRB_1235	1
CHRB_1236	1
CHRB_532	1
09_MS367	1
CHRB_1234	1
BCC_25	1
BCC_31	1
09_MS1283	1
BCC_20	1
CHRB_1772	1
08_MS1715	1
06_MS2435	1
06_MS2670	1
06_MS2671	1
07_MS125	1
07_MS372	1
05_S1854	1
CHRB_3469	1
CHRB_1347B	1
CHRB_1502	1
CHRB_1524	1
CHRB_1526	1
CHRB_1555	1
CHRB_1558	1
CHRB_163	1
CHRB_918	1
CHRB_1229	1
CHRB_1530	1
CHRB_2804	1
CHRB_1642	1
CHRB_2575	1
05_S1578	1
05_S2504	1
05_S3029	1
CHRB_1584	1
CHRB_1603	1
CHRB_439	1
CHRB_886	1
09_MS1357	1
CHRB_1638	1
CHRB_1232	1
05_S1437	1
05_S2179	1
05_S2715	1
05_S1282	1
CHRB_1028	1
CHRB_1041	1
CHRB_1109	1
CHRB_1043	1
CHRB_1104	1
10_MS1592	1
08_MS2559	1
06_MS143	1
CGY_HR_018	1
CGY_HR_176	1
11_2317	1
11_4829	1
07_MS1250	1
08_MS1535	1
CHRB_381	1
CGY_HR_054	1
CHRB_1445	1
CHRB_1447	1
07_6215	1
07_5041	1
08_MS1144	1
QEII_32_2012	1
CHR_051	1
05_S1063A	1
05_S1063B	1
05_S1123	1
CHRB_1037	1
ER5647	1
10_MS1515	1
09_MS2220	1
09_MS2693	1
10_MS1062	1
CHRB_1030	1
07_MS350	1
CHR_169	1
07_MS221	1
CHRB_2455	1
03ER1121	1
CHR_031	1
CHRB_3432	1
CHRB_1020	1
CHRB_1111	1
CHRB_494	1
06_4736	1
ATCC_29428	1
BCC_81	1
CGY_HR_027	1
CGY_HR_083	1
10_6536	1
10_6537	1
11_7024	1
ER0135	1
06_3567	1
06_3568	1
08_MS2906	1
08_MS3109	1
CHRB_1959	1
06_MS483	1
CHRB_1777	1
CHRB_1960	1
CHRB_1643	1
CHRB_1809	1
CHRB_1581	1
CHRB_1664	1
CHRB_1780	1
CHRB_1976	1
02ER3928	1
BCC_89	1
CGY_HR_013	1
CGY_HR_121	1
CGY_HR_239	1
CHR_182	1
11_6680	1
11_7515	1
ER5283	1
ER5284	1
06_4912	1
08_6161	1
08_5175	1
07_7865	1
QEII_28_2012	1
VRH_15_2012	1
04ER0357	1
ER3818	1
05_S597	1
BCC_33	1
CGY_HR_206	1
CHR_007	1
CGY_HR_037	1
03ER3374	1
CGY_HR_158	1
CGY_HR_115	1
CGY_HR_012	1
CHRB_1596_2	1
CHRB_3337	1
CHRB_3329	1
CHRB_3338	1
CHRB_1665	1
CHRB_3327	1
02ER3632	1
02ER3860	1
02ER3566	1
02ER3862	1
03ER5369	1
CHR_071	1
CHR_127	1
CHR_149	1
CNET_031	1
FM_C089	1
06_4010	1
QEII_29_2012	1
BCC_30	1
CGY_HR_014	1
CHR_179	1
08_MS2175	1
ID112850	1
04_S2824	1
CHRB_3435	1
05_S229	1
04_S2993	1
08_MS2612	1
CHRB_492	1
04_S2575	1
CHRB_3405	1
CHRB_3484	1
CHRB_984	1
CHRB_982	1
CHRB_3476	1
CHRB_436	1
05_S1660	1
05_S1922	1
05_S2949	1
05_S3022	1
05_S53	1
CHRB_1455	1
CHRB_3433	1
CHRB_3436	1
CHRB_3437	1
CHRB_463	1
CHRB_465	1
CHRB_495	1
CHRB_469	1
06_MS775	1
CHRB_3397	1
CHRB_3474	1
CHRB_3481	1
CHRB_3485	1
CHRB_434	1
CHRB_467	1
CHRB_493	1
CHRB_497	1
CHRB_3475	1
CHRB_514	1
03ER0915	1
BCC_47	1
CHR_018	1
CHR_022	1
CHR_023	1
CHR_086	1
CHR_119	1
CHR_175	1
10_3690	1
11_4461	1
ER3581	1
07_6217	1
08_7037	1
07_5040	1
08_MS1589	1
08_MS1617	1
11_MS1213_2	1
CHRB_3402	1
CHRB_3419	1
CHRB_3431	1
CHRB_466	1
08_7036	1
09_MS1171	1
09_MS1222	1
09_MS1988	1
CHRB_516	1
CHR_025	1
CHR_079	1
CHR_087	1
CHR_001	1
CHRB_3400	1
CHRB_3514	1
11_2974	1
BCC_76	1
ER5249	1
ER5372	1
10_MS3514	1
CHRB_1066	1
CHRB_960	1
CHRB_995	1
CHRB_2385	1
CHRB_2447	1
CHRB_1054	1
CHRB_957	1
CHRB_980	1
CHRB_986	1
CHRB_996	1
CHRB_997	1
CHRB_998	1
CHRB_959	1
CHRB_983	1
CHRB_987	1
08_MS2036	1
09_MS2206	1
CHRB_3395	1
10_4024	1
CGY_HR_045	1
11_4754	1
CGY_HR_064	1
CHRB_1666	1
CHRB_433	1
CGY_HR_129	1
CHRB_3473	1
CGY_HR_107	1
CHRB_974	1
CHRB_3199	1
CHRB_3200	1
CHRB_1468	1
CHRB_1488	1
CHRB_1467	1
CHRB_1474	1
CHRB_1487	1
CHRB_1484	1
CHRB_1475	1
09_MS2624	1
09_MS3559	1
10_MS39	1
10_MS136	1
CHR_011	1
10_MS869	1
08_MS3721	1
04_S1584	1
04_S1944	1
04_S2186	1
CHRB_2293	1
CHRB_2542	1
CHRB_2543	1
CHRB_2284	1
CHRB_2653	1
04_S1692	1
04_S1868	1
CHRB_1707	1
CHRB_2280	1
10_MS1363	1
CHRB_3331	1
CHRB_3393	1
CHRB_2272	1
04_S1030	1
CHRB_1914	1
CGY_HR_069	1
CHRB_3447	1
CHRB_3488	1
CHRB_1977	1
CHRB_3454	1
04_S2772	1
CHRB_1572	1
CHRB_938	1
CHRB_1595	1
CHRB_1669	1
CHRB_201	1
02ER3593	1
08_MS2769	1
03ER2167	1
03ER2379	1
10_MS3104	1
04_S2300	1
CHRB_2387	1
11_MS2273	1
11_MS2756	1
11_MS3065	1
11_MS2824	1
CHRB_468	1
CHRB_504	1
CHRB_464	1
CHRB_2388	1
04_S1496	1
04_S1502	1
04_S1572	1
04_S1354	1
04_S1201	1
CHRB_511	1
04_S1516	1
11_MS1213_1	1
CHRB_461	1
CHRB_438	1
CHRB_505	1
CHRB_437	1
CHRB_1101	1
CHRB_1500	1
CHRB_3399	1
CHRB_2956	1
CHRB_1454	1
CHRB_1501	1
11_7027	1
CHRB_3523	1
CHRB_1027	1
CHRB_397	1
CHRB_470	1
CHRB_462	1
CHRB_973	1
CHRB_1596_1	1
CHRB_1781	1
CHRB_1019	1
CHRB_197	1
CHRB_871	1
CHRB_1114	1
CHRB_517	1
CHRB_515	1
CHRB_1683	1
CHRB_2273	1
CHRB_2496	1
CHRB_1983	1
CHRB_1587	1
CHRB_2650	1
CHRB_1012	1
CHRB_256	1
CHRB_885	1
CHRB_1228	1
CHRB_2754	1
CHRB_1105	1
CHRB_1980	1
CHRB_2253	1
CHRB_2822	1
CHRB_358	1
CHRB_1351	1
04_S2742	1
04_S2745	1
04_S2281	1
BCC_68	1
BCC_74	1
BCC_83	1
BCC_61	1
04_S2641	1
10_MS2054	1
CHRB_1593	1
11_MS2271	1
11_2046	1
11_4253	1
11_5381	1
05_S2317	1
07_MS1318	1
11_MS2727	1
11_MS3168	1
CHRB_1010	1
CHRB_1045	1
CHRB_1061	1
CHRB_1081	1
CHRB_1082	1
CHRB_1093	1
CHRB_1097	1
CHRB_1117	1
CHRB_1162	1
CHRB_1168	1
CHRB_1175	1
CHRB_1176	1
CHRB_1201	1
CHRB_1299	1
CHRB_1307	1
CHRB_1314	1
CHRB_1315	1
CHRB_1316	1
CHRB_1402	1
CHRB_1424	1
CHRB_1748	1
CHRB_1766	1
CHRB_177	1
CHRB_1808	1
CHRB_1841	1
CHRB_1891	1
CHRB_2005	1
CHRB_2041	1
CHRB_2062	1
CHRB_209	1
CHRB_2109	1
CHRB_2162	1
CHRB_2180	1
CHRB_2204	1
CHRB_2254	1
CHRB_2256	1
CHRB_2306	1
CHRB_2328	1
CHRB_2331	1
CHRB_243	1
CHRB_2470	1
CHRB_252	1
CHRB_2627	1
CHRB_2711	1
CHRB_2727	1
CHRB_2943	1
CHRB_2996	1
CHRB_3077	1
CHRB_3081	1
CHRB_3088	1
CHRB_314	1
CHRB_3219	1
CHRB_3224	1
CHRB_3269	1
CHRB_3294	1
CHRB_3344	1
CHRB_3429	1
CHRB_346	1
CHRB_3510	1
CHRB_3587	1
CHRB_394	1
CHRB_489	1
CHRB_499	1
CHRB_501	1
CHRB_51	1
CHRB_653	1
CHRB_665	1
CHRB_670	1
CHRB_697	1
CHRB_736	1
CHRB_768	1
CHRB_769	1
CHRB_815	1
CHRB_821	1
CHRB_833	1
CHRB_866	1
CHRB_874	1
CHRB_890	1
CHRB_948	1
11_6736	1
CHRB_3239	1
10_7686	1
CHRB_3032	1
CHRB_3183	1
08_MS2844	1
CHRB_391	1
CHRB_518	1
CHRB_1705	1
CHRB_638	1
CHRB_1556	1
CHRB_1334	1
CHRB_1789	1
CHRB_2960	1
CHRB_622	1
08_MS2664	1
CHRB_1169	1
08_MS2741	1
CHRB_2382	1
08_MS2655	1
CHRB_172	1
CHRB_1391	1
CHRB_626	1
CHRB_849	1
06_MS1659	1
CHRB_255	1
CHRB_3238	1
CHRB_264	1
08_MS891	1
CHRB_3489	1
10_MS1733	1
CHRB_169	1
06_MS2170	1
08_MS1339	1
CHRB_2132	1
11_4534	1
CHRB_186	1
CHRB_1437	1
CHRB_1984	1
CHRB_435	1
10_MS3493	1
08_MS247	1
CHRB_3231	1
CHRB_1157	1
CHRB_382	1
CHRB_548	1
CHRB_159	1
CHRB_254	1
CHRB_701	1
CHRB_119	1
CHRB_560	1
CHRB_2659	1
CHRB_1011	1
CHRB_1017_1	1
CHRB_3340	1
CHRB_547	1
CHRB_1178	1
CHRB_2365	1
CHRB_1164	1
CHRB_451	1
CHRB_542	1
CHRB_733	1
CHRB_778	1
CHRB_1153	1
CHRB_1226	1
CHRB_1835	1
CHRB_200	1
CHRB_2969	1
CHRB_3494	1
CHRB_1313	1
CHRB_1806	1
05_S697	1
CHRB_1479	1
04_S2778	1
CHRB_1156	1
CHRB_392	1
CHRB_2787	1
09_MS2425	1
11_5598	1
CHR_113	1
08_6162	1
BCC_92	1
08_6519	1
11_6679	1
09_MS2392	1
02ER4810	1
21_ER4810	1
ER4810	1
08_6163	1
QEII_5_2012	1
QEII_27_2012	1
08_6316	1
CHRB_2384	1
CHRB_340	1
CHRB_3477	1
CHRB_1481	1
CHRB_2243	1
CHRB_1453	1
CHRB_1716	1
CHRB_3434	1
08_MS1918	1
10_MS1419	1
CHRB_658	1
06_MS662	1
10_MS2866	1
11_MS1989	1
09_MS2592	1
06_MS706	1
06_1879	1
10_7005	1
ID107303	1
ID107307	1
10_MS1544	1
10_6110	1
06_4635	1
10_7001	1
ER4578_NML	1
ER4689	1
QEII_2_2012	1
ID106261	1
